-180,65, TEXTURE ,1294,45,40,15,2, FAO , ASIA 
19.5,69, TEXTURE ,1095,80,10,10,0, FAO , EUROPE 
19.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , EUROPE 
20,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
20,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
20,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
20,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
20,67, TEXTURE ,1195,80,10,10,0, FAO , EUROPE 
20,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
20,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
20,68.5, TEXTURE ,1120,80,10,10,0, FAO , EUROPE 
20,69, TEXTURE ,1095,80,10,10,0, FAO , EUROPE 
20,69.5, TEXTURE ,1070,80,10,10,0, FAO , EUROPE 
20.5,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
20.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
20.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
20.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , EUROPE 
20.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
20.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
20.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
20.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
20.5,69, TEXTURE ,1095,80,10,10,0, FAO , EUROPE 
20.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , EUROPE 
21,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
21,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
21,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
21,66.5, TEXTURE ,1220,80,10,10,0, FAO , EUROPE 
21,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
21,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
21,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
21,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
21,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
21,69.5, TEXTURE ,1070,80,10,10,0, FAO , EUROPE 
21.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
21.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
21.5,66.5, TEXTURE ,1220,80,10,10,0, FAO , EUROPE 
21.5,67, TEXTURE ,1195,80,10,10,0, FAO , EUROPE 
21.5,67.5, TEXTURE ,1171,80,10,10,0, FAO , EUROPE 
21.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
21.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
21.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
21.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , EUROPE 
22,65.5, TEXTURE ,1270,80,10,10,0, FAO , EUROPE 
22,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
22,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
22,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
22,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
22,68, TEXTURE ,1146,80,10,10,0, FAO , EUROPE 
22,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
22,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
22,69.5, TEXTURE ,1070,80,10,10,0, FAO , EUROPE 
22.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
22.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
22.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
22.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
22.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
22.5,68, TEXTURE ,1146,80,10,10,0, FAO , EUROPE 
22.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
22.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
22.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , EUROPE 
23,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
23,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
23,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
23,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
23,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
23,68, TEXTURE ,1146,80,10,10,0, FAO , EUROPE 
23,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
23,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
23,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
23.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
23.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
23.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
23.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
23.5,68, TEXTURE ,1146,80,10,10,0, FAO , EUROPE 
23.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
23.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
23.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
24,65.5, TEXTURE ,1270,45,40,15,0, FAO , EUROPE 
24,66, TEXTURE ,1245,45,40,15,1, FAO , EUROPE 
24,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
24,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
24,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
24,68, TEXTURE ,1146,45,40,15,1, FAO , EUROPE 
24,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
24,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
24,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
24.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
24.5,66, TEXTURE ,1245,45,40,15,1, FAO , EUROPE 
24.5,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
24.5,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
24.5,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
24.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
24.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
24.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
24.5,69.5, TEXTURE ,1070,80,10,10,0, FAO , EUROPE 
25,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
25,65.5, TEXTURE ,1270,45,40,15,1, FAO , EUROPE 
25,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
25,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
25,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
25,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
25,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
25,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
25,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
25,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
25.5,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
25.5,65.5, TEXTURE ,1270,45,40,15,1, FAO , EUROPE 
25.5,66, TEXTURE ,1245,45,40,15,1, FAO , EUROPE 
25.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
25.5,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
25.5,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
25.5,68, TEXTURE ,1146,45,40,15,1, FAO , EUROPE 
25.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
25.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
25.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
26,65, TEXTURE ,1294,45,40,15,1, FAO , EUROPE 
26,65.5, TEXTURE ,1270,45,40,15,1, FAO , EUROPE 
26,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
26,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
26,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
26,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
26,68, TEXTURE ,1146,45,40,15,1, FAO , EUROPE 
26,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
26,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
26,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
26.5,65, TEXTURE ,1294,45,40,15,1, FAO , EUROPE 
26.5,65.5, TEXTURE ,1270,45,40,15,1, FAO , EUROPE 
26.5,66, TEXTURE ,1245,45,40,15,1, FAO , EUROPE 
26.5,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
26.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
26.5,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
26.5,68, TEXTURE ,1146,45,40,15,1, FAO , EUROPE 
26.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
26.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
26.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
27,65, TEXTURE ,1294,45,40,15,1, FAO , EUROPE 
27,65.5, TEXTURE ,1270,45,40,15,1, FAO , EUROPE 
27,66, TEXTURE ,1245,45,40,15,1, FAO , EUROPE 
27,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
27,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
27,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
27,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
27,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
27,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
27,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
27.5,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
27.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
27.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
27.5,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
27.5,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
27.5,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
27.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
27.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
27.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
27.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
28,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
28,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
28,66, TEXTURE ,1245,45,40,15,1, FAO , EUROPE 
28,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
28,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
28,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
28,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
28,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
28,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
28,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
28.5,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
28.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
28.5,66, TEXTURE ,1245,45,40,15,1, FAO , EUROPE 
28.5,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
28.5,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
28.5,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
28.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
28.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
28.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
28.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
29,65, TEXTURE ,1294,45,40,15,1, FAO , EUROPE 
29,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
29,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
29,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
29,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
29,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
29,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
29,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
29,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
29,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
29.5,65, TEXTURE ,1294,45,40,15,1, FAO , EUROPE 
29.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
29.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
29.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
29.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
29.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
29.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
29.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
29.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
29.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
30,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
30,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
30,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
30,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
30,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
30,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
30,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
30,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
30,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
30,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
30.5,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
30.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
30.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
30.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
30.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
30.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
30.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
30.5,68.5, TEXTURE ,1120,45,40,15,1, FAO , EUROPE 
30.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
30.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
31,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
31,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
31,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
31,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
31,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
31,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
31,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
31,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
31,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
31,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
31.5,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
31.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
31.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
31.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
31.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
31.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
31.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
31.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
31.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
31.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
32,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
32,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
32,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
32,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
32,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
32,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
32,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
32,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
32,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
32,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
32.5,65, TEXTURE ,1294,65,20,15,0, FAO , EUROPE 
32.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
32.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
32.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
32.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
32.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
32.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
32.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
32.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
32.5,69.5, TEXTURE ,1070,65,20,15,0, FAO , EUROPE 
33,65, TEXTURE ,1294,45,40,15,1, FAO , EUROPE 
33,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
33,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
33,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
33,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
33,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
33,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
33,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
33,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
33.5,65, TEXTURE ,1294,45,40,15,7, FAO , EUROPE 
33.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
33.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
33.5,66.5, TEXTURE ,1220,65,20,15,7, FAO , EUROPE 
33.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
33.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
33.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
33.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
33.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
34,65, TEXTURE ,1294,65,20,15,7, FAO , EUROPE 
34,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
34,66.5, TEXTURE ,1220,65,20,15,7, FAO , EUROPE 
34,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
34,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
34,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
34,68.5, TEXTURE ,1120,65,20,15,7, FAO , EUROPE 
34,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
34.5,65.5, TEXTURE ,1270,65,20,15,0, FAO , EUROPE 
34.5,66.5, TEXTURE ,1220,65,20,15,7, FAO , EUROPE 
34.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
34.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
34.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
34.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
34.5,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
35,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
35,67, TEXTURE ,1195,65,20,15,7, FAO , EUROPE 
35,67.5, TEXTURE ,1171,65,20,15,7, FAO , EUROPE 
35,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
35,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
35,69, TEXTURE ,1095,65,20,15,0, FAO , EUROPE 
35.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
35.5,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
35.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
35.5,68, TEXTURE ,1146,65,20,15,7, FAO , EUROPE 
35.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
36,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
36,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
36,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
36,68, TEXTURE ,1146,65,20,15,7, FAO , EUROPE 
36,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
36.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
36.5,66.5, TEXTURE ,1220,45,40,15,7, FAO , EUROPE 
36.5,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
36.5,67.5, TEXTURE ,1171,65,20,15,7, FAO , EUROPE 
36.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
36.5,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
37,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
37,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
37,67, TEXTURE ,1195,65,20,15,7, FAO , EUROPE 
37,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
37,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
37,68.5, TEXTURE ,1120,65,20,15,0, FAO , EUROPE 
37.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
37.5,66.5, TEXTURE ,1220,45,40,15,7, FAO , EUROPE 
37.5,67, TEXTURE ,1195,65,20,15,7, FAO , EUROPE 
37.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
37.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
38,66, TEXTURE ,1245,65,20,15,7, FAO , EUROPE 
38,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
38,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
38,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
38,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
38.5,66, TEXTURE ,1245,65,20,15,0, FAO , EUROPE 
38.5,66.5, TEXTURE ,1220,65,20,15,7, FAO , EUROPE 
38.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
38.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
38.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
39,66, TEXTURE ,1245,65,20,15,7, FAO , EUROPE 
39,66.5, TEXTURE ,1220,65,20,15,7, FAO , EUROPE 
39,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
39,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
39.5,66, TEXTURE ,1245,65,20,15,7, FAO , EUROPE 
39.5,66.5, TEXTURE ,1220,65,20,15,7, FAO , EUROPE 
39.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
39.5,67.5, TEXTURE ,1171,45,40,15,7, FAO , EUROPE 
40,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
40,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
40,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
40,67, TEXTURE ,1195,45,40,15,7, FAO , EUROPE 
40,67.5, TEXTURE ,1171,45,40,15,1, FAO , EUROPE 
40.5,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
40.5,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
40.5,66.5, TEXTURE ,1220,65,20,15,0, FAO , EUROPE 
40.5,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
40.5,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
41,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
41,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
41,67, TEXTURE ,1195,65,20,15,0, FAO , EUROPE 
41.5,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
41.5,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
41.5,66, TEXTURE ,1245,65,20,15,3, FAO , EUROPE 
42,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
42,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
42,66, TEXTURE ,1245,65,20,15,7, FAO , EUROPE 
42.5,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
42.5,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
42.5,66, TEXTURE ,1245,65,20,15,7, FAO , EUROPE 
43,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
43,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
43,66, TEXTURE ,1245,65,20,15,7, FAO , EUROPE 
43.5,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
43.5,65.5, TEXTURE ,1270,65,20,15,7, FAO , EUROPE 
43.5,66, TEXTURE ,1245,65,20,15,7, FAO , EUROPE 
44,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
44,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
44,66, TEXTURE ,1245,65,20,15,7, FAO , EUROPE 
44,67, TEXTURE ,1195,45,40,15,1, FAO , EUROPE 
44,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
44,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
44.5,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
44.5,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
44.5,66, TEXTURE ,1245,65,20,15,3, FAO , EUROPE 
44.5,66.5, TEXTURE ,1220,65,20,15,7, FAO , EUROPE 
44.5,67, TEXTURE ,1195,45,40,15,7, FAO , EUROPE 
44.5,67.5, TEXTURE ,1171,65,20,15,7, FAO , EUROPE 
44.5,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
45,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
45,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
45,66, TEXTURE ,1245,45,40,15,7, FAO , EUROPE 
45,66.5, TEXTURE ,1220,45,40,15,1, FAO , EUROPE 
45,67, TEXTURE ,1195,45,40,15,7, FAO , EUROPE 
45,67.5, TEXTURE ,1171,65,20,15,0, FAO , EUROPE 
45,68, TEXTURE ,1146,65,20,15,0, FAO , EUROPE 
45.5,65, TEXTURE ,1294,65,20,15,3, FAO , EUROPE 
45.5,65.5, TEXTURE ,1270,65,20,15,3, FAO , EUROPE 
