-180,65, phh2o ,1294,6.76166, ASIA
26.5,66, phh2o ,1245,4.83267, EUROPE
26.5,66.5, phh2o ,1220,4.96251, EUROPE
26.5,67, phh2o ,1195,4.94087, EUROPE
26.5,67.5, phh2o ,1171,4.86153, EUROPE
26.5,68, phh2o ,1146,5.013, EUROPE
26.5,68.5, phh2o ,1120,5.013, EUROPE
26.5,69, phh2o ,1095,5.013, EUROPE
26.5,69.5, phh2o ,1070,5.05466, EUROPE
27,65, phh2o ,1294,4.76054, EUROPE
27,65.5, phh2o ,1270,4.83448, EUROPE
27,66, phh2o ,1245,4.92374, EUROPE
27,66.5, phh2o ,1220,4.83989, EUROPE
27,67, phh2o ,1195,4.8471, EUROPE
27,67.5, phh2o ,1171,4.92644, EUROPE
27,68, phh2o ,1146,5.013, EUROPE
27,68.5, phh2o ,1120,5.013, EUROPE
27,69, phh2o ,1095,5.013, EUROPE
27,69.5, phh2o ,1070,5.013, EUROPE
27.5,65, phh2o ,1294,4.89038, EUROPE
27.5,65.5, phh2o ,1270,4.93139, EUROPE
27.5,66, phh2o ,1245,4.77846, EUROPE
27.5,66.5, phh2o ,1220,4.75333, EUROPE
27.5,67, phh2o ,1195,4.85431, EUROPE
27.5,67.5, phh2o ,1171,5.013, EUROPE
27.5,68, phh2o ,1146,5.013, EUROPE
27.5,68.5, phh2o ,1120,5.013, EUROPE
27.5,69, phh2o ,1095,5.013, EUROPE
27.5,69.5, phh2o ,1070,5.05234, EUROPE
28,65, phh2o ,1294,4.91655, EUROPE
28,65.5, phh2o ,1270,4.85385, EUROPE
28,66, phh2o ,1245,4.83989, EUROPE
28,66.5, phh2o ,1220,4.75333, EUROPE
28,67, phh2o ,1195,4.87595, EUROPE
28,67.5, phh2o ,1171,5.03015, EUROPE
28,68, phh2o ,1146,5.013, EUROPE
28,68.5, phh2o ,1120,5.013, EUROPE
28,69, phh2o ,1095,5.013, EUROPE
28,69.5, phh2o ,1070,5.3879, EUROPE
28.5,65, phh2o ,1294,4.86789, EUROPE
28.5,65.5, phh2o ,1270,4.8572, EUROPE
28.5,66, phh2o ,1245,4.86874, EUROPE
28.5,66.5, phh2o ,1220,4.83267, EUROPE
28.5,67, phh2o ,1195,4.83989, EUROPE
28.5,67.5, phh2o ,1171,5.58121, EUROPE
28.5,68, phh2o ,1146,5.013, EUROPE
28.5,68.5, phh2o ,1120,5.013, EUROPE
28.5,69, phh2o ,1095,5.013, EUROPE
28.5,69.5, phh2o ,1070,5.14578, EUROPE
29,65, phh2o ,1294,4.88316, EUROPE
29,65.5, phh2o ,1270,4.93366, EUROPE
29,66, phh2o ,1245,5.2588, EUROPE
29,66.5, phh2o ,1220,5.00987, EUROPE
29,67, phh2o ,1195,4.87595, EUROPE
29,67.5, phh2o ,1171,5.67771, EUROPE
29,68, phh2o ,1146,4.94613, EUROPE
29,68.5, phh2o ,1120,5.013, EUROPE
29,69, phh2o ,1095,5.013, EUROPE
29,69.5, phh2o ,1070,5.013, EUROPE
29.5,65, phh2o ,1294,4.92397, EUROPE
29.5,65.5, phh2o ,1270,4.98415, EUROPE
29.5,66, phh2o ,1245,5.55685, EUROPE
29.5,66.5, phh2o ,1220,5.79856, EUROPE
29.5,67, phh2o ,1195,5.86035, EUROPE
29.5,67.5, phh2o ,1171,5.55685, EUROPE
29.5,68, phh2o ,1146,4.81497, EUROPE
29.5,68.5, phh2o ,1120,4.88691, EUROPE
29.5,69, phh2o ,1095,5.013, EUROPE
29.5,69.5, phh2o ,1070,5.013, EUROPE
30,65, phh2o ,1294,5.013, EUROPE
30,65.5, phh2o ,1270,5.013, EUROPE
30,66, phh2o ,1245,5.013, EUROPE
30,66.5, phh2o ,1220,5.013, EUROPE
30,67, phh2o ,1195,5.46621, EUROPE
30,67.5, phh2o ,1171,5.49642, EUROPE
30,68, phh2o ,1146,5.06191, EUROPE
30,68.5, phh2o ,1120,4.9894, EUROPE
30,69, phh2o ,1095,5.013, EUROPE
30,69.5, phh2o ,1070,5.013, EUROPE
30.5,65, phh2o ,1294,5.00606, EUROPE
30.5,65.5, phh2o ,1270,5.013, EUROPE
30.5,66, phh2o ,1245,5.013, EUROPE
30.5,66.5, phh2o ,1220,5.85899, EUROPE
30.5,67, phh2o ,1195,5.49642, EUROPE
30.5,67.5, phh2o ,1171,5.417, EUROPE
30.5,68, phh2o ,1146,5.21162, EUROPE
30.5,68.5, phh2o ,1120,5.013, EUROPE
30.5,69, phh2o ,1095,5.013, EUROPE
30.5,69.5, phh2o ,1070,5.013, EUROPE
31,65, phh2o ,1294,4.9982, EUROPE
31,65.5, phh2o ,1270,5.00381, EUROPE
31,66, phh2o ,1245,5.07892, EUROPE
31,66.5, phh2o ,1220,5.97984, EUROPE
31,67, phh2o ,1195,5.07515, EUROPE
31,67.5, phh2o ,1171,5.54131, EUROPE
31,68, phh2o ,1146,5.07698, EUROPE
31,68.5, phh2o ,1120,4.99243, EUROPE
31,69, phh2o ,1095,4.96103, EUROPE
31,69.5, phh2o ,1070,5.013, EUROPE
31.5,65, phh2o ,1294,4.9982, EUROPE
31.5,65.5, phh2o ,1270,4.9982, EUROPE
31.5,66, phh2o ,1245,5.21463, EUROPE
31.5,66.5, phh2o ,1220,5.61728, EUROPE
31.5,67, phh2o ,1195,5.57333, EUROPE
31.5,67.5, phh2o ,1171,5.40578, EUROPE
31.5,68, phh2o ,1146,5.013, EUROPE
31.5,68.5, phh2o ,1120,4.97871, EUROPE
31.5,69, phh2o ,1095,4.93071, EUROPE
31.5,69.5, phh2o ,1070,6.99142, EUROPE
32,65, phh2o ,1294,4.95954, EUROPE
32,65.5, phh2o ,1270,4.9982, EUROPE
32,66, phh2o ,1245,5.01036, EUROPE
32,66.5, phh2o ,1220,5.17414, EUROPE
32,67, phh2o ,1195,5.77109, EUROPE
32,67.5, phh2o ,1171,5.43599, EUROPE
32,68, phh2o ,1146,5.013, EUROPE
32,68.5, phh2o ,1120,4.98949, EUROPE
32,69, phh2o ,1095,4.93071, EUROPE
32,69.5, phh2o ,1070,7.03174, EUROPE
32.5,65, phh2o ,1294,4.90637, EUROPE
32.5,65.5, phh2o ,1270,4.9982, EUROPE
32.5,66, phh2o ,1245,5.0584, EUROPE
32.5,66.5, phh2o ,1220,5.38807, EUROPE
32.5,67, phh2o ,1195,5.83815, EUROPE
32.5,67.5, phh2o ,1171,5.10623, EUROPE
32.5,68, phh2o ,1146,5.013, EUROPE
32.5,68.5, phh2o ,1120,4.96943, EUROPE
32.5,69, phh2o ,1095,4.93071, EUROPE
32.5,69.5, phh2o ,1070,6.12598, EUROPE
33,65, phh2o ,1294,4.95499, EUROPE
33,65.5, phh2o ,1270,4.9982, EUROPE
33,66, phh2o ,1245,5.44512, EUROPE
33,66.5, phh2o ,1220,5.44808, EUROPE
33,67, phh2o ,1195,5.48591, EUROPE
33,67.5, phh2o ,1171,5.013, EUROPE
33,68, phh2o ,1146,5.07515, EUROPE
33,68.5, phh2o ,1120,4.94654, EUROPE
33,69, phh2o ,1095,4.93071, EUROPE
33.5,65, phh2o ,1294,4.91921, EUROPE
33.5,65.5, phh2o ,1270,4.9982, EUROPE
33.5,66, phh2o ,1245,5.00837, EUROPE
33.5,66.5, phh2o ,1220,5.013, EUROPE
33.5,67, phh2o ,1195,5.91942, EUROPE
33.5,67.5, phh2o ,1171,5.37557, EUROPE
33.5,68, phh2o ,1146,5.31514, EUROPE
33.5,68.5, phh2o ,1120,4.96969, EUROPE
33.5,69, phh2o ,1095,6.16743, EUROPE
34,65, phh2o ,1294,4.93698, EUROPE
34,65.5, phh2o ,1270,4.9982, EUROPE
34,66.5, phh2o ,1220,5.013, EUROPE
34,67, phh2o ,1195,5.90647, EUROPE
34,67.5, phh2o ,1171,5.26893, EUROPE
34,68, phh2o ,1146,5.013, EUROPE
34,68.5, phh2o ,1120,4.95422, EUROPE
34,69, phh2o ,1095,6.12974, EUROPE
34.5,65.5, phh2o ,1270,4.9982, EUROPE
34.5,66.5, phh2o ,1220,5.01136, EUROPE
34.5,67, phh2o ,1195,5.82, EUROPE
34.5,67.5, phh2o ,1171,5.013, EUROPE
34.5,68, phh2o ,1146,4.99014, EUROPE
34.5,68.5, phh2o ,1120,4.95357, EUROPE
34.5,69, phh2o ,1095,6.12598, EUROPE
35,66.5, phh2o ,1220,5.0093, EUROPE
35,67, phh2o ,1195,5.21004, EUROPE
35,67.5, phh2o ,1171,5.062, EUROPE
35,68, phh2o ,1146,4.98557, EUROPE
35,68.5, phh2o ,1120,4.93071, EUROPE
35,69, phh2o ,1095,6.12598, EUROPE
35.5,66.5, phh2o ,1220,4.84917, EUROPE
35.5,67, phh2o ,1195,4.9982, EUROPE
35.5,67.5, phh2o ,1171,4.94923, EUROPE
35.5,68, phh2o ,1146,4.94214, EUROPE
35.5,68.5, phh2o ,1120,4.93071, EUROPE
36,66.5, phh2o ,1220,4.6118, EUROPE
36,67, phh2o ,1195,4.94453, EUROPE
36,67.5, phh2o ,1171,4.9847, EUROPE
36,68, phh2o ,1146,4.93071, EUROPE
36,68.5, phh2o ,1120,4.93071, EUROPE
36.5,66, phh2o ,1245,4.64802, EUROPE
36.5,66.5, phh2o ,1220,4.6118, EUROPE
36.5,67, phh2o ,1195,4.966, EUROPE
36.5,67.5, phh2o ,1171,4.98883, EUROPE
36.5,68, phh2o ,1146,4.93071, EUROPE
36.5,68.5, phh2o ,1120,7.03375, EUROPE
37,66, phh2o ,1245,4.6118, EUROPE
37,66.5, phh2o ,1220,4.7728, EUROPE
37,67, phh2o ,1195,4.9832, EUROPE
37,67.5, phh2o ,1171,4.93071, EUROPE
37,68, phh2o ,1146,4.93071, EUROPE
37,68.5, phh2o ,1120,7.42372, EUROPE
37.5,66, phh2o ,1245,4.71913, EUROPE
37.5,66.5, phh2o ,1220,4.84793, EUROPE
37.5,67, phh2o ,1195,4.91351, EUROPE
37.5,67.5, phh2o ,1171,4.93071, EUROPE
37.5,68, phh2o ,1146,4.93071, EUROPE
38,66, phh2o ,1245,4.8694, EUROPE
38,66.5, phh2o ,1220,4.91932, EUROPE
38,67, phh2o ,1195,4.77126, EUROPE
38,67.5, phh2o ,1171,4.93071, EUROPE
38,68, phh2o ,1146,4.93071, EUROPE
38.5,66, phh2o ,1245,4.88013, EUROPE
38.5,66.5, phh2o ,1220,4.98695, EUROPE
38.5,67, phh2o ,1195,4.90413, EUROPE
38.5,67.5, phh2o ,1171,4.93071, EUROPE
38.5,68, phh2o ,1146,6.09098, EUROPE
39,66, phh2o ,1245,4.9982, EUROPE
39,66.5, phh2o ,1220,4.96872, EUROPE
39,67, phh2o ,1195,4.78011, EUROPE
39,67.5, phh2o ,1171,4.93071, EUROPE
39.5,66, phh2o ,1245,4.9982, EUROPE
39.5,66.5, phh2o ,1220,4.87535, EUROPE
39.5,67, phh2o ,1195,4.73582, EUROPE
39.5,67.5, phh2o ,1171,4.93071, EUROPE
40,65, phh2o ,1294,5.08198, EUROPE
40,65.5, phh2o ,1270,4.9982, EUROPE
40,66.5, phh2o ,1220,4.75729, EUROPE
40,67, phh2o ,1195,4.67778, EUROPE
40,67.5, phh2o ,1171,6.3261, EUROPE
40.5,65, phh2o ,1294,5.08198, EUROPE
40.5,65.5, phh2o ,1270,4.9982, EUROPE
40.5,66.5, phh2o ,1220,4.83378, EUROPE
40.5,67, phh2o ,1195,4.81322, EUROPE
40.5,67.5, phh2o ,1171,6.04919, EUROPE
41,65, phh2o ,1294,5.08198, EUROPE
41,65.5, phh2o ,1270,5.08198, EUROPE
41,67, phh2o ,1195,4.93071, EUROPE
41.5,65, phh2o ,1294,5.08198, EUROPE
41.5,65.5, phh2o ,1270,5.16259, EUROPE
41.5,66, phh2o ,1245,6.39992, EUROPE
42,65, phh2o ,1294,5.10885, EUROPE
42,65.5, phh2o ,1270,5.52299, EUROPE
42,66, phh2o ,1245,6.93991, EUROPE
42.5,65, phh2o ,1294,5.12448, EUROPE
42.5,65.5, phh2o ,1270,5.52386, EUROPE
42.5,66, phh2o ,1245,5.56567, EUROPE
43,65, phh2o ,1294,5.16534, EUROPE
43,65.5, phh2o ,1270,5.51665, EUROPE
43,66, phh2o ,1245,5.56567, EUROPE
43.5,65, phh2o ,1294,5.19221, EUROPE
43.5,65.5, phh2o ,1270,5.56567, EUROPE
43.5,66, phh2o ,1245,5.56567, EUROPE
44,65, phh2o ,1294,5.42643, EUROPE
44,65.5, phh2o ,1270,5.40773, EUROPE
44,66, phh2o ,1245,5.51074, EUROPE
44,67, phh2o ,1195,5.38655, EUROPE
44,67.5, phh2o ,1171,5.29433, EUROPE
44,68, phh2o ,1146,5.56567, EUROPE
44.5,65, phh2o ,1294,5.61119, EUROPE
44.5,65.5, phh2o ,1270,5.2103, EUROPE
44.5,66, phh2o ,1245,4.99743, EUROPE
44.5,66.5, phh2o ,1220,4.4213, EUROPE
44.5,67, phh2o ,1195,4.87905, EUROPE
44.5,67.5, phh2o ,1171,5.2893, EUROPE
44.5,68, phh2o ,1146,5.56567, EUROPE
45,65, phh2o ,1294,5.07132, EUROPE
45,65.5, phh2o ,1270,4.85471, EUROPE
45,66, phh2o ,1245,5.00531, EUROPE
45,66.5, phh2o ,1220,4.19243, EUROPE
45,67, phh2o ,1195,5.1537, EUROPE
45,67.5, phh2o ,1171,5.22623, EUROPE
45,68, phh2o ,1146,5.56567, EUROPE
45.5,65, phh2o ,1294,4.9868, EUROPE
45.5,65.5, phh2o ,1270,4.74311, EUROPE
45.5,66, phh2o ,1245,4.66109, EUROPE
45.5,66.5, phh2o ,1220,4.19243, EUROPE
45.5,67.5, phh2o ,1171,4.87482, EUROPE
45.5,68, phh2o ,1146,6.87436, EUROPE
46,65, phh2o ,1294,5.08253, EUROPE
46,65.5, phh2o ,1270,4.78496, EUROPE
46,66, phh2o ,1245,5.29965, EUROPE
46,66.5, phh2o ,1220,5.3368, EUROPE
46,67.5, phh2o ,1171,4.85861, EUROPE
46,68, phh2o ,1146,5.37068, EUROPE
46.5,65, phh2o ,1294,5.08198, EUROPE
46.5,65.5, phh2o ,1270,5.05152, EUROPE
46.5,66, phh2o ,1245,5.525, EUROPE
46.5,66.5, phh2o ,1220,4.19243, EUROPE
47,65, phh2o ,1294,5.08198, EUROPE
47,65.5, phh2o ,1270,5.40391, EUROPE
47,66, phh2o ,1245,5.56567, EUROPE
47,66.5, phh2o ,1220,5.51225, EUROPE
47.5,65, phh2o ,1294,5.08537, EUROPE
47.5,65.5, phh2o ,1270,5.37644, EUROPE
47.5,66, phh2o ,1245,5.54481, EUROPE
47.5,66.5, phh2o ,1220,5.18101, EUROPE
47.5,67, phh2o ,1195,4.66814, EUROPE
48,65, phh2o ,1294,5.10574, EUROPE
48,65.5, phh2o ,1270,5.20416, EUROPE
48,66, phh2o ,1245,5.11625, EUROPE
48,66.5, phh2o ,1220,5.29142, EUROPE
48,67, phh2o ,1195,4.99451, EUROPE
48.5,65, phh2o ,1294,5.10234, EUROPE
48.5,65.5, phh2o ,1270,5.01386, EUROPE
48.5,66, phh2o ,1245,4.79013, EUROPE
48.5,66.5, phh2o ,1220,5.06704, EUROPE
48.5,67, phh2o ,1195,5.04895, EUROPE
48.5,67.5, phh2o ,1171,4.19243, EUROPE
48.5,68.5, phh2o ,1120,5.1537, EUROPE
48.5,69, phh2o ,1095,5.75867, EUROPE
49,65, phh2o ,1294,5.1804, EUROPE
49,65.5, phh2o ,1270,4.69035, EUROPE
49,66, phh2o ,1245,5.38984, EUROPE
49,66.5, phh2o ,1220,5.44101, EUROPE
49,67, phh2o ,1195,4.63948, EUROPE
49,67.5, phh2o ,1171,4.27321, EUROPE
49,68.5, phh2o ,1120,5.56567, EUROPE
49,69, phh2o ,1095,4.93521, EUROPE
49.5,65, phh2o ,1294,5.20416, EUROPE
49.5,65.5, phh2o ,1270,5.2839, EUROPE
49.5,66, phh2o ,1245,5.41659, EUROPE
49.5,66.5, phh2o ,1220,4.77509, EUROPE
49.5,67, phh2o ,1195,4.97714, EUROPE
49.5,67.5, phh2o ,1171,4.19243, EUROPE
49.5,69, phh2o ,1095,5.27142, EUROPE
50,65, phh2o ,1294,5.14843, EUROPE
50,65.5, phh2o ,1270,5.25399, EUROPE
50,66, phh2o ,1245,5.34754, EUROPE
50,66.5, phh2o ,1220,4.31605, EUROPE
50,67, phh2o ,1195,4.68832, EUROPE
50,67.5, phh2o ,1171,4.19243, EUROPE
50.5,65, phh2o ,1294,5.13101, EUROPE
50.5,65.5, phh2o ,1270,5.14843, EUROPE
50.5,66, phh2o ,1245,5.33865, EUROPE
50.5,66.5, phh2o ,1220,4.5283, EUROPE
50.5,67, phh2o ,1195,4.65167, EUROPE
50.5,67.5, phh2o ,1171,4.31727, EUROPE
50.5,68, phh2o ,1146,8.1685, EUROPE
51,65, phh2o ,1294,5.11708, EUROPE
51,65.5, phh2o ,1270,5.13101, EUROPE
51,66, phh2o ,1245,5.34158, EUROPE
51,66.5, phh2o ,1220,4.50188, EUROPE
51,67, phh2o ,1195,4.57389, EUROPE
51,67.5, phh2o ,1171,4.87905, EUROPE
51,68, phh2o ,1146,5.56567, EUROPE
51.5,65, phh2o ,1294,5.28144, EUROPE
51.5,65.5, phh2o ,1270,5.20416, EUROPE
51.5,66, phh2o ,1245,5.25188, EUROPE
51.5,66.5, phh2o ,1220,5.3692, EUROPE
51.5,67, phh2o ,1195,4.27022, EUROPE
51.5,67.5, phh2o ,1171,4.23282, EUROPE
51.5,68, phh2o ,1146,5.56567, EUROPE
52,65, phh2o ,1294,6.09603, EUROPE
52,65.5, phh2o ,1270,5.41206, EUROPE
52,66, phh2o ,1245,6.01208, EUROPE
52,66.5, phh2o ,1220,6.77211, EUROPE
52,67, phh2o ,1195,4.72473, EUROPE
52,67.5, phh2o ,1171,4.19243, EUROPE
52,68, phh2o ,1146,4.87905, EUROPE
52.5,65, phh2o ,1294,5.37265, EUROPE
52.5,65.5, phh2o ,1270,5.4217, EUROPE
52.5,66, phh2o ,1245,5.87378, EUROPE
52.5,66.5, phh2o ,1220,4.99499, EUROPE
52.5,67, phh2o ,1195,5.556, EUROPE
52.5,67.5, phh2o ,1171,4.19243, EUROPE
52.5,68, phh2o ,1146,4.7206, EUROPE
53,65, phh2o ,1294,5.17697, EUROPE
53,65.5, phh2o ,1270,4.33422, EUROPE
53,66, phh2o ,1245,4.8337, EUROPE
53,66.5, phh2o ,1220,5.03073, EUROPE
53,67, phh2o ,1195,5.99845, EUROPE
53,67.5, phh2o ,1171,5.16373, EUROPE
53,68, phh2o ,1146,4.61497, EUROPE
53,68.5, phh2o ,1120,5.56567, EUROPE
53.5,65, phh2o ,1294,5.00689, EUROPE
53.5,65.5, phh2o ,1270,4.57889, EUROPE
53.5,66, phh2o ,1245,5.38297, EUROPE
53.5,66.5, phh2o ,1220,5.11, EUROPE
53.5,67, phh2o ,1195,4.9846, EUROPE
53.5,67.5, phh2o ,1171,5.99183, EUROPE
53.5,68, phh2o ,1146,4.45651, EUROPE
53.5,68.5, phh2o ,1120,5.56567, EUROPE
54,65, phh2o ,1294,5.06283, EUROPE
54,65.5, phh2o ,1270,5.20416, EUROPE
54,66, phh2o ,1245,5.22227, EUROPE
54,66.5, phh2o ,1220,5.42868, EUROPE
54,67, phh2o ,1195,4.49775, EUROPE
54,67.5, phh2o ,1171,5.47671, EUROPE
54,68, phh2o ,1146,5.56567, EUROPE
54.5,65, phh2o ,1294,5.7842, EUROPE
54.5,65.5, phh2o ,1270,5.16933, EUROPE
54.5,66, phh2o ,1245,4.6592, EUROPE
54.5,66.5, phh2o ,1220,5.34185, EUROPE
54.5,67, phh2o ,1195,4.72647, EUROPE
54.5,67.5, phh2o ,1171,4.19243, EUROPE
54.5,68, phh2o ,1146,5.56567, EUROPE
55,65, phh2o ,1294,5.66457, EUROPE
55,65.5, phh2o ,1270,5.41112, EUROPE
55,66, phh2o ,1245,4.76919, EUROPE
55,66.5, phh2o ,1220,5.2301, EUROPE
55,67, phh2o ,1195,5.22236, EUROPE
55,67.5, phh2o ,1171,4.69179, EUROPE
55,68, phh2o ,1146,4.19243, EUROPE
55.5,65, phh2o ,1294,5.20416, EUROPE
55.5,65.5, phh2o ,1270,5.62031, EUROPE
55.5,66, phh2o ,1245,4.92702, EUROPE
55.5,66.5, phh2o ,1220,4.61536, EUROPE
55.5,67, phh2o ,1195,4.80276, EUROPE
55.5,67.5, phh2o ,1171,5.06978, EUROPE
55.5,68, phh2o ,1146,4.19243, EUROPE
56,65, phh2o ,1294,5.20416, EUROPE
56,65.5, phh2o ,1270,5.93701, EUROPE
56,66, phh2o ,1245,5.63524, EUROPE
56,66.5, phh2o ,1220,4.66067, EUROPE
56,67, phh2o ,1195,4.65018, EUROPE
56,67.5, phh2o ,1171,5.29865, EUROPE
56,68, phh2o ,1146,4.19243, EUROPE
56.5,65, phh2o ,1294,5.86879, EUROPE
56.5,65.5, phh2o ,1270,5.7485, EUROPE
56.5,66, phh2o ,1245,4.90284, EUROPE
56.5,66.5, phh2o ,1220,4.62964, EUROPE
56.5,67, phh2o ,1195,4.99349, EUROPE
56.5,67.5, phh2o ,1171,4.4213, EUROPE
56.5,68, phh2o ,1146,4.19243, EUROPE
57,65, phh2o ,1294,5.28954, EUROPE
57,65.5, phh2o ,1270,5.3027, EUROPE
57,66, phh2o ,1245,4.78941, EUROPE
57,66.5, phh2o ,1220,4.88229, EUROPE
57,67, phh2o ,1195,5.06978, EUROPE
57,67.5, phh2o ,1171,4.45945, EUROPE
57,68, phh2o ,1146,4.19243, EUROPE
57.5,65, phh2o ,1294,5.12023, EUROPE
57.5,65.5, phh2o ,1270,5.21989, EUROPE
57.5,66, phh2o ,1245,4.88463, EUROPE
57.5,66.5, phh2o ,1220,5.18376, EUROPE
57.5,67, phh2o ,1195,5.48938, EUROPE
57.5,67.5, phh2o ,1171,5.18421, EUROPE
57.5,68, phh2o ,1146,4.39842, EUROPE
57.5,68.5, phh2o ,1120,4.19243, EUROPE
58,65, phh2o ,1294,5.13605, EUROPE
58,65.5, phh2o ,1270,5.18285, EUROPE
58,66, phh2o ,1245,4.93587, EUROPE
58,66.5, phh2o ,1220,4.94662, EUROPE
58,67, phh2o ,1195,5.4263, EUROPE
58,67.5, phh2o ,1171,4.49759, EUROPE
58,68, phh2o ,1146,4.82623, EUROPE
58,68.5, phh2o ,1120,5.6058, EUROPE
58.5,65, phh2o ,1294,4.94592, EUROPE
58.5,65.5, phh2o ,1270,5.1278, EUROPE
58.5,66, phh2o ,1245,4.88899, EUROPE
58.5,66.5, phh2o ,1220,5.08599, EUROPE
58.5,67, phh2o ,1195,5.31636, EUROPE
58.5,67.5, phh2o ,1171,5.3368, EUROPE
58.5,68, phh2o ,1146,4.60856, EUROPE
58.5,68.5, phh2o ,1120,5.56567, EUROPE
59,65, phh2o ,1294,4.76104, EUROPE
59,65.5, phh2o ,1270,4.9728, EUROPE
59,66, phh2o ,1245,4.9391, EUROPE
59,66.5, phh2o ,1220,5.33979, EUROPE
59,67, phh2o ,1195,5.24156, EUROPE
59,67.5, phh2o ,1171,4.9706, EUROPE
59,68, phh2o ,1146,4.19243, EUROPE
59,68.5, phh2o ,1120,4.19243, EUROPE
59.5,65, phh2o ,1294,5.38298, EUROPE
59.5,65.5, phh2o ,1270,4.54565, EUROPE
59.5,66, phh2o ,1245,5.34129, EUROPE
59.5,66.5, phh2o ,1220,5.16677, EUROPE
59.5,67, phh2o ,1195,5.41608, EUROPE
59.5,67.5, phh2o ,1171,4.6868, EUROPE
59.5,68, phh2o ,1146,4.19243, EUROPE
59.5,69.5, phh2o ,1070,5.56567, EUROPE
60,65, phh2o ,1294,5.71155, ASIA
60,65.5, phh2o ,1270,4.49234, ASIA
60,66, phh2o ,1245,4.76787, ASIA
60,66.5, phh2o ,1220,5.29142, ASIA
60,67, phh2o ,1195,5.36622, ASIA
60,67.5, phh2o ,1171,4.78096, ASIA
60,68, phh2o ,1146,4.19243, ASIA
60,69.5, phh2o ,1070,5.56567, ASIA
60.5,65, phh2o ,1294,6.00868, ASIA
60.5,65.5, phh2o ,1270,4.85654, ASIA
60.5,66, phh2o ,1245,4.88803, ASIA
60.5,66.5, phh2o ,1220,5.49088, ASIA
60.5,67, phh2o ,1195,5.04211, ASIA
60.5,67.5, phh2o ,1171,5.00969, ASIA
60.5,68, phh2o ,1146,4.19243, ASIA
60.5,68.5, phh2o ,1120,4.79567, ASIA
60.5,69, phh2o ,1095,4.34501, ASIA
60.5,69.5, phh2o ,1070,5.6058, ASIA
61,65, phh2o ,1294,6.13559, ASIA
61,65.5, phh2o ,1270,5.05119, ASIA
61,66, phh2o ,1245,4.46993, ASIA
61,66.5, phh2o ,1220,5.34129, ASIA
61,67, phh2o ,1195,5.09197, ASIA
61,67.5, phh2o ,1171,5.26649, ASIA
61,68, phh2o ,1146,4.43601, ASIA
61,68.5, phh2o ,1120,4.83967, ASIA
61,69, phh2o ,1095,4.70739, ASIA
61,69.5, phh2o ,1070,5.6058, ASIA
61.5,65, phh2o ,1294,6.45191, ASIA
61.5,65.5, phh2o ,1270,5.31792, ASIA
61.5,66, phh2o ,1245,4.60207, ASIA
61.5,66.5, phh2o ,1220,4.89252, ASIA
61.5,67, phh2o ,1195,5.06704, ASIA
61.5,67.5, phh2o ,1171,5.14184, ASIA
61.5,68, phh2o ,1146,4.76787, ASIA
61.5,68.5, phh2o ,1120,5.05883, ASIA
61.5,69, phh2o ,1095,5.29503, ASIA
61.5,69.5, phh2o ,1070,5.6058, ASIA
62,65, phh2o ,1294,6.42034, ASIA
62,65.5, phh2o ,1270,5.67944, ASIA
62,66, phh2o ,1245,4.73077, ASIA
62,66.5, phh2o ,1220,4.66814, ASIA
62,67, phh2o ,1195,4.718, ASIA
62,67.5, phh2o ,1171,4.76787, ASIA
62,68, phh2o ,1146,4.66814, ASIA
62,68.5, phh2o ,1120,5.60246, ASIA
62,69, phh2o ,1095,5.57013, ASIA
62,69.5, phh2o ,1070,5.6058, ASIA
62.5,65, phh2o ,1294,6.25901, ASIA
62.5,65.5, phh2o ,1270,6.24481, ASIA
62.5,66, phh2o ,1245,5.20931, ASIA
62.5,66.5, phh2o ,1220,5.24156, ASIA
62.5,67, phh2o ,1195,5.16677, ASIA
62.5,67.5, phh2o ,1171,5.16677, ASIA
62.5,68, phh2o ,1146,4.74293, ASIA
62.5,68.5, phh2o ,1120,5.46554, ASIA
62.5,69, phh2o ,1095,5.56567, ASIA
62.5,69.5, phh2o ,1070,5.6058, ASIA
63,65, phh2o ,1294,5.94164, ASIA
63,65.5, phh2o ,1270,6.42034, ASIA
63,66, phh2o ,1245,5.61633, ASIA
63,66.5, phh2o ,1220,5.56567, ASIA
63,67, phh2o ,1195,5.51581, ASIA
63,67.5, phh2o ,1171,5.34129, ASIA
63,68, phh2o ,1146,5.06704, ASIA
63,68.5, phh2o ,1120,5.49979, ASIA
63,69, phh2o ,1095,5.56567, ASIA
63.5,65, phh2o ,1294,5.53898, ASIA
63.5,65.5, phh2o ,1270,6.23445, ASIA
63.5,66, phh2o ,1245,6.15418, ASIA
63.5,66.5, phh2o ,1220,5.56567, ASIA
63.5,67, phh2o ,1195,5.56567, ASIA
63.5,67.5, phh2o ,1171,5.16677, ASIA
63.5,68, phh2o ,1146,5.49183, ASIA
63.5,68.5, phh2o ,1120,5.26241, ASIA
63.5,69, phh2o ,1095,5.1537, ASIA
64,65, phh2o ,1294,5.78196, ASIA
64,65.5, phh2o ,1270,5.74715, ASIA
64,66, phh2o ,1245,6.3572, ASIA
64,66.5, phh2o ,1220,5.75033, ASIA
64,67, phh2o ,1195,5.56567, ASIA
64,67.5, phh2o ,1171,5.49088, ASIA
64,68, phh2o ,1146,5.54932, ASIA
64,68.5, phh2o ,1120,5.36159, ASIA
